ID,RSU ID,RSU Code,Hoto Date ,ID (Executed),Executed FAT (Executed),Executed HP (Executed),Hoto Item (Executed),Incremental Hoto(fibre length) (Executed)
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,PNC-0-KTK-11435,PNC-0,2024-12-20,,150,1328,SER-FSDU-CFT-6F,5163
,,,,,150,1328,SER-FSDU-CFT-12F,2876
,,,,,150,1328,SER-FSDU-CFT-24F,3609
,,,,,150,1328,SER-FSDU-CFT-48F,0
,PNC-0-KTK-11435,PNC-0,2025-02-20,,35,304,SER-FSDU-CFT-6F,1382
,,,,,35,304,SER-FSDU-CFT-12F,1188
,,,,,35,304,SER-FSDU-CFT-24F,238
,,,,,35,304,SER-FSDU-CFT-48F,0
,PNC-0-KTK-11435,PNC-0,2025-06-20,,16,176,SER-FSDU-CFT-6F,562
,,,,,16,176,SER-FSDU-CFT-12F,79
,,,,,16,176,SER-FSDU-CFT-24F,0
,,,,,16,176,SER-FSDU-CFT-48F,0
,PPS-0-KTK-11436,PPS-0,2025-01-20,,119,1200,SER-FSDU-CFT-6F,6536
,,,,,119,1200,SER-FSDU-CFT-12F,1383
,,,,,119,1200,SER-FSDU-CFT-24F,2428
,,,,,119,1200,SER-FSDU-CFT-48F,0
,PPS-0-KTK-11436,PPS-0,2025-02-20,,77,720,SER-FSDU-CFT-6F,3240
,,,,,77,720,SER-FSDU-CFT-12F,1884
,,,,,77,720,SER-FSDU-CFT-24F,1736
,,,,,77,720,SER-FSDU-CFT-48F,0
,PRL-0-KTK-11437,PRL-0,2023-05-20,,48,600,SER-FSDU-CFT-6F,837
,,,,,48,600,SER-FSDU-CFT-12F,1381
,,,,,48,600,SER-FSDU-CFT-24F,489
,,,,,48,600,SER-FSDU-CFT-48F,0
,PRL-0-KTK-11437,PRL-0,2023-09-20,,8,128,SER-FSDU-CFT-6F,346
,,,,,8,128,SER-FSDU-CFT-12F,194
,,,,,8,128,SER-FSDU-CFT-24F,0
,,,,,8,128,SER-FSDU-CFT-48F,0
,PTB-0-KTK-11438,PTB-0,2023-07-20,,91,920,SER-FSDU-CFT-6F,3007
,,,,,91,920,SER-FSDU-CFT-12F,884
,,,,,91,920,SER-FSDU-CFT-24F,2073
,,,,,91,920,SER-FSDU-CFT-48F,0
,PTB-0-KTK-11438,PTB-0,2023-08-20,,76,848,SER-FSDU-CFT-6F,2515
,,,,,76,848,SER-FSDU-CFT-12F,1769
,,,,,76,848,SER-FSDU-CFT-24F,1806
,,,,,76,848,SER-FSDU-CFT-48F,0
,PUP-0-KTK-11439,PUP-0,2024-10-20,,201,1784,SER-FSDU-CFT-6F,6036
,,,,,201,1784,SER-FSDU-CFT-12F,2588
,,,,,201,1784,SER-FSDU-CFT-24F,2256
,,,,,201,1784,SER-FSDU-CFT-48F,0
,PUP-0-KTK-11439,PUP-0,2024-11-20,,26,216,SER-FSDU-CFT-6F,1005
,,,,,26,216,SER-FSDU-CFT-12F,56
,,,,,26,216,SER-FSDU-CFT-24F,653
,,,,,26,216,SER-FSDU-CFT-48F,0
,RAN-0-KTK-11440,RAN-0,2024-01-20,,112,1272,SER-FSDU-CFT-6F,3559
,,,,,112,1272,SER-FSDU-CFT-12F,2357
,,,,,112,1272,SER-FSDU-CFT-24F,1506
,,,,,112,1272,SER-FSDU-CFT-48F,0
,RCP-0-KTK-11441,RCP-0,2025-07-20,,243,2024,SER-FSDU-CFT-6F,11825
,,,,,243,2024,SER-FSDU-CFT-12F,1301
,,,,,243,2024,SER-FSDU-CFT-24F,2461
,,,,,243,2024,SER-FSDU-CFT-48F,2595
,RCP-0-KTK-11441,RCP-0,2025-07-30,,0,0,SER-FSDU-CFT-6F,0
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,182
,RGL-0-KTK-11442,RGL-0,2024-07-20,,225,1848,SER-FSDU-CFT-6F,8045
,,,,,225,1848,SER-FSDU-CFT-12F,3276
,,,,,225,1848,SER-FSDU-CFT-24F,2577
,,,,,225,1848,SER-FSDU-CFT-48F,0
,RIA-0-KTK-11443,RIA-0,2024-09-20,,190,1568,SER-FSDU-CFT-6F,5394
,,,,,190,1568,SER-FSDU-CFT-12F,2368
,,,,,190,1568,SER-FSDU-CFT-24F,3104
,,,,,190,1568,SER-FSDU-CFT-48F,0
,RIA-0-KTK-11443,RIA-0,2024-11-20,,115,936,SER-FSDU-CFT-6F,2632
,,,,,115,936,SER-FSDU-CFT-12F,1446
,,,,,115,936,SER-FSDU-CFT-24F,2723
,,,,,115,936,SER-FSDU-CFT-48F,0
,RJN-0-KTK-11444,RJN-0,2023-12-20,,134,1392,SER-FSDU-CFT-6F,4194
,,,,,134,1392,SER-FSDU-CFT-12F,1701
,,,,,134,1392,SER-FSDU-CFT-24F,1865
,,,,,134,1392,SER-FSDU-CFT-48F,0
,RMH-0-KTK-11445,RMH-0,2025-03-20,,174,1680,SER-FSDU-CFT-6F,6513
,,,,,174,1680,SER-FSDU-CFT-12F,1308
,,,,,174,1680,SER-FSDU-CFT-24F,1733
,,,,,174,1680,SER-FSDU-CFT-48F,897
,RMH-0-KTK-11445,RMH-0,2025-05-20,,137,1544,SER-FSDU-CFT-6F,4451
,,,,,137,1544,SER-FSDU-CFT-12F,1068
,,,,,137,1544,SER-FSDU-CFT-24F,1229
,,,,,137,1544,SER-FSDU-CFT-48F,759
,RMN-0-KTK-11446,RMN-0,2023-04-20,,112,2168,SER-FSDU-CFT-6F,5306
,,,,,112,2168,SER-FSDU-CFT-12F,895
,,,,,112,2168,SER-FSDU-CFT-24F,1018
,,,,,112,2168,SER-FSDU-CFT-48F,2126
,RMN-0-KTK-11446,RMN-0,2023-07-20,,81,1728,SER-FSDU-CFT-6F,3815
,,,,,81,1728,SER-FSDU-CFT-12F,727
,,,,,81,1728,SER-FSDU-CFT-24F,0
,,,,,81,1728,SER-FSDU-CFT-48F,3200
,RRB-0-KTK-11447,RRB-0,2025-02-20,,174,1536,SER-FSDU-CFT-6F,5770
,,,,,174,1536,SER-FSDU-CFT-12F,2066
,,,,,174,1536,SER-FSDU-CFT-24F,4155
,,,,,174,1536,SER-FSDU-CFT-48F,0
,RRB-0-KTK-11447,RRB-0,2025-04-20,,19,184,SER-FSDU-CFT-6F,813
,,,,,19,184,SER-FSDU-CFT-12F,1267
,,,,,19,184,SER-FSDU-CFT-24F,692
,,,,,19,184,SER-FSDU-CFT-48F,0
,RRB-0-KTK-11447,RRB-0,2025-04-21,,10,80,SER-FSDU-CFT-6F,147
,,,,,10,80,SER-FSDU-CFT-12F,104
,,,,,10,80,SER-FSDU-CFT-24F,183
,RRB-0-KTK-11447,RRB-0,2025-07-20,,8,80,SER-FSDU-CFT-6F,156
,,,,,8,80,SER-FSDU-CFT-12F,93
,,,,,8,80,SER-FSDU-CFT-24F,134
,,,,,8,80,SER-FSDU-CFT-48F,0
,RRD-0-KTK-11448,RRD-0,2024-01-20,,341,3440,SER-FSDU-CFT-6F,9053
,,,,,341,3440,SER-FSDU-CFT-12F,5102
,,,,,341,3440,SER-FSDU-CFT-24F,4658
,,,,,341,3440,SER-FSDU-CFT-48F,0
,RTB-0-KTK-11449,RTB-0,2024-01-20,,218,2072,SER-FSDU-CFT-6F,7405
,,,,,218,2072,SER-FSDU-CFT-12F,1949
,,,,,218,2072,SER-FSDU-CFT-24F,2342
,,,,,218,2072,SER-FSDU-CFT-48F,0
,RYD-0-KTK-11450,RYD-0,2025-07-20,,126,1120,SER-FSDU-CFT-6F,4015
,,,,,126,1120,SER-FSDU-CFT-12F,2159
,,,,,126,1120,SER-FSDU-CFT-24F,1622
,,,,,126,1120,SER-FSDU-CFT-48F,2352
,RYD-0-KTK-11450,RYD-0,2025-08-20,,11,96,SER-FSDU-CFT-6F,449
,,,,,11,96,SER-FSDU-CFT-12F,38
,,,,,11,96,SER-FSDU-CFT-24F,28
,,,,,11,96,SER-FSDU-CFT-48F,0
,SBB-0-KTK-11451,SBB-0,2022-12-20,,27,232,SER-FSDU-CFT-6F,2073
,,,,,27,232,SER-FSDU-CFT-12F,1384
,,,,,27,232,SER-FSDU-CFT-24F,0
,,,,,27,232,SER-FSDU-CFT-48F,0
,SBB-0-KTK-11451,SBB-0,2023-03-20,,34,272,SER-FSDU-CFT-6F,1601
,,,,,34,272,SER-FSDU-CFT-12F,997
,,,,,34,272,SER-FSDU-CFT-24F,0
,,,,,34,272,SER-FSDU-CFT-48F,0
,SBB-0-KTK-11451,SBB-0,2023-09-20,,57,656,SER-FSDU-CFT-6F,2910
,,,,,57,656,SER-FSDU-CFT-12F,676
,,,,,57,656,SER-FSDU-CFT-24F,0
,,,,,57,656,SER-FSDU-CFT-48F,0
,SCW-0-KTK-11452,SCW-0,2024-03-20,,77,768,SER-FSDU-CFT-6F,2457
,,,,,77,768,SER-FSDU-CFT-12F,2047
,,,,,77,768,SER-FSDU-CFT-24F,1441
,,,,,77,768,SER-FSDU-CFT-48F,0
,SCW-0-KTK-11452,SCW-0,2024-05-20,,19,264,SER-FSDU-CFT-6F,82
,,,,,19,264,SER-FSDU-CFT-12F,677
,,,,,19,264,SER-FSDU-CFT-24F,1320
,,,,,19,264,SER-FSDU-CFT-48F,0
,SES-0-KTK-11453,SES-0,2023-12-20,,64,664,SER-FSDU-CFT-6F,1836
,,,,,64,664,SER-FSDU-CFT-12F,1855
,,,,,64,664,SER-FSDU-CFT-24F,240
,,,,,64,664,SER-FSDU-CFT-48F,0
,SGB-0-KTK-11454,SGB-0,2023-07-20,,188,2600,SER-FSDU-CFT-6F,9446
,,,,,188,2600,SER-FSDU-CFT-12F,2923
,,,,,188,2600,SER-FSDU-CFT-24F,2433
,,,,,188,2600,SER-FSDU-CFT-48F,0
,SGB-0-KTK-11454,SGB-0,2023-10-20,,8,128,SER-FSDU-CFT-6F,418
,,,,,8,128,SER-FSDU-CFT-12F,0
,,,,,8,128,SER-FSDU-CFT-24F,0
,,,,,8,128,SER-FSDU-CFT-48F,0
,SGP-0-KTK-11455,SGP-0,2024-03-20,,154,2096,SER-FSDU-CFT-6F,3211
,,,,,154,2096,SER-FSDU-CFT-12F,2037
,,,,,154,2096,SER-FSDU-CFT-24F,3002
,,,,,154,2096,SER-FSDU-CFT-48F,0
,SGP-0-KTK-11455,SGP-0,2024-05-20,,56,768,SER-FSDU-CFT-6F,1873
,,,,,56,768,SER-FSDU-CFT-12F,851
,,,,,56,768,SER-FSDU-CFT-24F,872
,,,,,56,768,SER-FSDU-CFT-48F,0
,SGS-0-KTK-11456,SGS-0,2025-05-20,,49,424,SER-FSDU-CFT-6F,1802
,,,,,49,424,SER-FSDU-CFT-12F,452
,,,,,49,424,SER-FSDU-CFT-24F,877
,,,,,49,424,SER-FSDU-CFT-48F,0
,SGX-0-KTK-11457,SGX-0,2024-05-20,,103,896,SER-FSDU-CFT-6F,4160
,,,,,103,896,SER-FSDU-CFT-12F,2359
,,,,,103,896,SER-FSDU-CFT-24F,3381
,,,,,103,896,SER-FSDU-CFT-48F,0
,SHG-0-KTK-11459,SHG-0,2024-01-20,,44,472,SER-FSDU-CFT-6F,1082
,,,,,44,472,SER-FSDU-CFT-12F,586
,,,,,44,472,SER-FSDU-CFT-24F,561
,,,,,44,472,SER-FSDU-CFT-48F,0
,SHG-0-KTK-11459,SHG-0,2024-02-20,,81,808,SER-FSDU-CFT-6F,1874
,,,,,81,808,SER-FSDU-CFT-12F,1117
,,,,,81,808,SER-FSDU-CFT-24F,1316
,,,,,81,808,SER-FSDU-CFT-48F,0
,SIG-0-KTK-11460,SIG-0,2024-11-20,,52,480,SER-FSDU-CFT-6F,1968
,,,,,52,480,SER-FSDU-CFT-12F,936
,,,,,52,480,SER-FSDU-CFT-24F,930
,,,,,52,480,SER-FSDU-CFT-48F,0
,SIG-0-KTK-11460,SIG-0,2025-01-20,,44,456,SER-FSDU-CFT-6F,1564
,,,,,44,456,SER-FSDU-CFT-12F,1529
,,,,,44,456,SER-FSDU-CFT-24F,528
,,,,,44,456,SER-FSDU-CFT-48F,0
,SIG-0-KTK-11460,SIG-0,2025-04-20,,6,48,SER-FSDU-CFT-6F,323
,,,,,6,48,SER-FSDU-CFT-12F,0
,,,,,6,48,SER-FSDU-CFT-24F,0
,,,,,6,48,SER-FSDU-CFT-48F,0
,SIG-0-KTK-11460,SIG-0,2025-05-20,,6,88,SER-FSDU-CFT-6F,321
,,,,,6,88,SER-FSDU-CFT-12F,0
,,,,,6,88,SER-FSDU-CFT-24F,0
,,,,,6,88,SER-FSDU-CFT-48F,0
,SIG-0-KTK-11460,SIG-0,2025-08-20,,10,104,SER-FSDU-CFT-6F,361
,,,,,10,104,SER-FSDU-CFT-12F,196
,,,,,10,104,SER-FSDU-CFT-24F,0
,,,,,10,104,SER-FSDU-CFT-48F,0
,SIP-0-KTK-11461,SIP-0,2023-01-20,,43,368,SER-FSDU-CFT-6F,1263
,,,,,43,368,SER-FSDU-CFT-12F,918
,,,,,43,368,SER-FSDU-CFT-24F,180
,,,,,43,368,SER-FSDU-CFT-48F,0
,SIP-0-KTK-11461,SIP-0,2023-11-20,,99,1256,SER-FSDU-CFT-6F,5216
,,,,,99,1256,SER-FSDU-CFT-12F,1702
,,,,,99,1256,SER-FSDU-CFT-24F,0
,,,,,99,1256,SER-FSDU-CFT-48F,0
,SJN-0-KTK-11462,SJN-0,2023-01-23,,193,1992,SER-FSDU-CFT-6F,14330
,,,,,193,1992,SER-FSDU-CFT-12F,12760
,,,,,193,1992,SER-FSDU-CFT-24F,0
,,,,,193,1992,SER-FSDU-CFT-48F,0
,SJN-0-KTK-11462,SJN-0,2023-04-20,,84,1280,SER-FSDU-CFT-6F,4746
,,,,,84,1280,SER-FSDU-CFT-12F,2937
,,,,,84,1280,SER-FSDU-CFT-24F,0
,,,,,84,1280,SER-FSDU-CFT-48F,0
,SKC-0-KTK-11463,SKC-0,2024-12-20,,169,1440,SER-FSDU-CFT-6F,8209
,,,,,169,1440,SER-FSDU-CFT-12F,2056
,,,,,169,1440,SER-FSDU-CFT-24F,2866
,,,,,169,1440,SER-FSDU-CFT-48F,0
,SKC-0-KTK-11463,SKC-0,2025-01-20,,8,96,SER-FSDU-CFT-6F,399
,,,,,8,96,SER-FSDU-CFT-12F,98
,,,,,8,96,SER-FSDU-CFT-24F,0
,,,,,8,96,SER-FSDU-CFT-48F,0
,SKS-0-KTK-11464,SKS-0,2024-03-20,,192,2064,SER-FSDU-CFT-6F,6634
,,,,,192,2064,SER-FSDU-CFT-12F,3016
,,,,,192,2064,SER-FSDU-CFT-24F,4279
,,,,,192,2064,SER-FSDU-CFT-48F,0
,SKS-0-KTK-11464,SKS-0,2025-03-20,,15,128,SER-FSDU-CFT-6F,1280
,,,,,15,128,SER-FSDU-CFT-12F,0
,,,,,15,128,SER-FSDU-CFT-24F,0
,,,,,15,128,SER-FSDU-CFT-48F,0
,SMH-0-KTK-11465,SMH-0,2023-06-20,,37,400,SER-FSDU-CFT-6F,682
,,,,,37,400,SER-FSDU-CFT-12F,970
,,,,,37,400,SER-FSDU-CFT-24F,126
,,,,,37,400,SER-FSDU-CFT-48F,0
,SMH-0-KTK-11465,SMH-0,2023-07-20,,38,560,SER-FSDU-CFT-6F,1057
,,,,,38,560,SER-FSDU-CFT-12F,585
,,,,,38,560,SER-FSDU-CFT-24F,255
,,,,,38,560,SER-FSDU-CFT-48F,0
,SMH-0-KTK-11465,SMH-0,2023-08-20,,80,880,SER-FSDU-CFT-6F,2071
,,,,,80,880,SER-FSDU-CFT-12F,1569
,,,,,80,880,SER-FSDU-CFT-24F,351
,,,,,80,880,SER-FSDU-CFT-48F,0
,SMR-0-KTK-11466,SMR-0,2023-12-20,,110,2072,SER-FSDU-CFT-6F,4937
,,,,,110,2072,SER-FSDU-CFT-12F,3951
,,,,,110,2072,SER-FSDU-CFT-24F,4836
,,,,,110,2072,SER-FSDU-CFT-48F,0
,SMR-0-KTK-11466,SMR-0,2024-04-20,,31,256,SER-FSDU-CFT-6F,969
,,,,,31,256,SER-FSDU-CFT-12F,682
,,,,,31,256,SER-FSDU-CFT-24F,770
,,,,,31,256,SER-FSDU-CFT-48F,0
,SMR-0-KTK-11466,SMR-0,2024-11-20,,20,256,SER-FSDU-CFT-6F,625
,,,,,20,256,SER-FSDU-CFT-12F,540
,,,,,20,256,SER-FSDU-CFT-24F,287
,,,,,20,256,SER-FSDU-CFT-48F,0
,SMR-0-KTK-11466,SMR-0,2024-12-20,,40,456,SER-FSDU-CFT-6F,2030
,,,,,40,456,SER-FSDU-CFT-12F,259
,,,,,40,456,SER-FSDU-CFT-24F,800
,,,,,40,456,SER-FSDU-CFT-48F,0
,SMR-0-KTK-11466,SMR-0,2025-03-20,,13,208,SER-FSDU-CFT-6F,1101
,,,,,13,208,SER-FSDU-CFT-12F,47
,,,,,13,208,SER-FSDU-CFT-24F,0
,,,,,13,208,SER-FSDU-CFT-48F,0
,SMR-0-KTK-11466,SMR-0,2025-04-20,,1,8,SER-FSDU-CFT-6F,0
,,,,,1,8,SER-FSDU-CFT-12F,0
,,,,,1,8,SER-FSDU-CFT-24F,59
,,,,,1,8,SER-FSDU-CFT-48F,0
,SMR-0-KTK-11466,SMR-0,2025-05-20,,0,0,SER-FSDU-CFT-6F,0
,,,,,0,0,SER-FSDU-CFT-12F,0
,,,,,0,0,SER-FSDU-CFT-24F,0
,,,,,0,0,SER-FSDU-CFT-48F,0
,SMW-0-KTK-11467,SMW-0,2025-01-20,,63,632,SER-FSDU-CFT-6F,1721
,,,,,63,632,SER-FSDU-CFT-12F,468
,,,,,63,632,SER-FSDU-CFT-24F,1600
,,,,,63,632,SER-FSDU-CFT-48F,0
,SPG-0-KTK-11468,SPG-0,2024-09-20,,97,920,SER-FSDU-CFT-6F,3245
,,,,,97,920,SER-FSDU-CFT-12F,956
,,,,,97,920,SER-FSDU-CFT-24F,2619
,,,,,97,920,SER-FSDU-CFT-48F,0
,SPH-0-KTK-11469,SPH-0,2022-10-20,,129,1768,SER-FSDU-CFT-6F,9148
,,,,,129,1768,SER-FSDU-CFT-12F,1391
,,,,,129,1768,SER-FSDU-CFT-24F,4027
,,,,,129,1768,SER-FSDU-CFT-48F,0
,SPH-0-KTK-11469,SPH-0,2023-08-20,,11,176,SER-FSDU-CFT-6F,832
,,,,,11,176,SER-FSDU-CFT-12F,0
,,,,,11,176,SER-FSDU-CFT-24F,0
,,,,,11,176,SER-FSDU-CFT-48F,0
,SPH-0-KTK-11469,SPH-0,2024-01-20,,18,288,SER-FSDU-CFT-6F,1250
,,,,,18,288,SER-FSDU-CFT-12F,383
,,,,,18,288,SER-FSDU-CFT-24F,0
,,,,,18,288,SER-FSDU-CFT-48F,0
,SRA-0-KTK-11470,SRA-0,2024-03-20,,63,752,SER-FSDU-CFT-6F,739
,,,,,63,752,SER-FSDU-CFT-12F,726
,,,,,63,752,SER-FSDU-CFT-24F,1424
,,,,,63,752,SER-FSDU-CFT-48F,0
,SRA-0-KTK-11470,SRA-0,2024-05-20,,7,104,SER-FSDU-CFT-6F,158
,,,,,7,104,SER-FSDU-CFT-12F,141
,,,,,7,104,SER-FSDU-CFT-24F,115
,,,,,7,104,SER-FSDU-CFT-48F,0
,SRA-0-KTK-11470,SRA-0,2025-02-20,,12,144,SER-FSDU-CFT-6F,819
,,,,,12,144,SER-FSDU-CFT-12F,508
,,,,,12,144,SER-FSDU-CFT-24F,317
,,,,,12,144,SER-FSDU-CFT-48F,0
,SRK-0-KTK-11471,SRK-0,2024-12-20,,217,1888,SER-FSDU-CFT-6F,10551
,,,,,217,1888,SER-FSDU-CFT-12F,2429
,,,,,217,1888,SER-FSDU-CFT-24F,5819
,,,,,217,1888,SER-FSDU-CFT-48F,0
,SRK-0-KTK-11471,SRK-0,2025-01-20,,22,280,SER-FSDU-CFT-6F,806
,,,,,22,280,SER-FSDU-CFT-12F,546
,,,,,22,280,SER-FSDU-CFT-24F,307
,,,,,22,280,SER-FSDU-CFT-48F,0
,SRP-0-KTK-11472,SRP-0,2023-06-20,,157,2344,SER-FSDU-CFT-6F,6287
,,,,,157,2344,SER-FSDU-CFT-12F,6173
,,,,,157,2344,SER-FSDU-CFT-24F,2388
,,,,,157,2344,SER-FSDU-CFT-48F,0
,SRP-0-KTK-11472,SRP-0,2023-07-20,,80,1280,SER-FSDU-CFT-6F,2943
,,,,,80,1280,SER-FSDU-CFT-12F,3024
,,,,,80,1280,SER-FSDU-CFT-24F,2898
,,,,,80,1280,SER-FSDU-CFT-48F,0
,SSL-0-KTK-11473,SSL-0,2024-12-20,,140,1328,SER-FSDU-CFT-6F,4403
,,,,,140,1328,SER-FSDU-CFT-12F,1952
,,,,,140,1328,SER-FSDU-CFT-24F,3083
,,,,,140,1328,SER-FSDU-CFT-48F,0
,SSL-0-KTK-11473,SSL-0,2025-04-20,,20,176,SER-FSDU-CFT-6F,606
,,,,,20,176,SER-FSDU-CFT-12F,133
,,,,,20,176,SER-FSDU-CFT-24F,907
,,,,,20,176,SER-FSDU-CFT-48F,0
,SSO-0-KTK-11474,SSO-0,2025-06-20,,59,568,SER-FSDU-CFT-6F,2246
,,,,,59,568,SER-FSDU-CFT-12F,901
,,,,,59,568,SER-FSDU-CFT-24F,629
,,,,,59,568,SER-FSDU-CFT-48F,988
,SSO-0-KTK-11474,SSO-0,2025-08-20,,6,56,SER-FSDU-CFT-6F,206
,,,,,6,56,SER-FSDU-CFT-12F,111
,,,,,6,56,SER-FSDU-CFT-24F,0
,,,,,6,56,SER-FSDU-CFT-48F,0
,SSR-0-KTK-11475,SSR-0,2025-06-20,,151,1328,SER-FSDU-CFT-6F,5578
,,,,,151,1328,SER-FSDU-CFT-12F,1861
,,,,,151,1328,SER-FSDU-CFT-24F,349
,,,,,151,1328,SER-FSDU-CFT-48F,1594
,SSW-0-KTK-11476,SSW-0,2024-10-20,,126,1008,SER-FSDU-CFT-6F,4857
,,,,,126,1008,SER-FSDU-CFT-12F,1532
,,,,,126,1008,SER-FSDU-CFT-24F,220
,,,,,126,1008,SER-FSDU-CFT-48F,0
,SUA-0-KTK-11477,SUA-0,2023-07-20,,140,1352,SER-FSDU-CFT-6F,5602
,,,,,140,1352,SER-FSDU-CFT-12F,1816
,,,,,140,1352,SER-FSDU-CFT-24F,3478
,,,,,140,1352,SER-FSDU-CFT-48F,0
,SUN-0-KTK-11478,SUN-0,2024-08-20,,23,304,SER-FSDU-CFT-6F,504
,,,,,23,304,SER-FSDU-CFT-12F,2959
,,,,,23,304,SER-FSDU-CFT-24F,0
,,,,,23,304,SER-FSDU-CFT-48F,0
,SUN-0-KTK-11478,SUN-0,2024-10-20,,7,104,SER-FSDU-CFT-6F,341
,,,,,7,104,SER-FSDU-CFT-12F,0
,,,,,7,104,SER-FSDU-CFT-24F,0
,,,,,7,104,SER-FSDU-CFT-48F,0
,SVN-0-KTK-11479,SVN-0,2023-06-20,,49,512,SER-FSDU-CFT-6F,1594
,,,,,49,512,SER-FSDU-CFT-12F,1012
,,,,,49,512,SER-FSDU-CFT-24F,375
,,,,,49,512,SER-FSDU-CFT-48F,0
,SVN-0-KTK-11479,SVN-0,2023-07-20,,76,760,SER-FSDU-CFT-6F,2599
,,,,,76,760,SER-FSDU-CFT-12F,1535
,,,,,76,760,SER-FSDU-CFT-24F,466
,,,,,76,760,SER-FSDU-CFT-48F,0
,SVN-0-KTK-11479,SVN-0,2023-08-20,,58,664,SER-FSDU-CFT-6F,1989
,,,,,58,664,SER-FSDU-CFT-12F,1399
,,,,,58,664,SER-FSDU-CFT-24F,526
,,,,,58,664,SER-FSDU-CFT-48F,0
,SWD-0-KTK-11480,SWD-0,2024-02-20,,149,1784,SER-FSDU-CFT-6F,4785
,,,,,149,1784,SER-FSDU-CFT-12F,2150
,,,,,149,1784,SER-FSDU-CFT-24F,3375
,,,,,149,1784,SER-FSDU-CFT-48F,0
,SWD-0-KTK-11480,SWD-0,2025-05-20,,6,96,SER-FSDU-CFT-6F,29
,,,,,6,96,SER-FSDU-CFT-12F,0
,,,,,6,96,SER-FSDU-CFT-24F,301
,,,,,6,96,SER-FSDU-CFT-48F,0
,SZC-0-KTK-11481,SZC-0,2024-08-20,,118,1120,SER-FSDU-CFT-6F,5729
,,,,,118,1120,SER-FSDU-CFT-12F,1622
,,,,,118,1120,SER-FSDU-CFT-24F,3211
,,,,,118,1120,SER-FSDU-CFT-48F,0
,SZM-0-KTK-11482,SZM-0,2024-09-20,,136,1248,SER-FSDU-CFT-6F,5257
,,,,,136,1248,SER-FSDU-CFT-12F,1336
,,,,,136,1248,SER-FSDU-CFT-24F,3069
,,,,,136,1248,SER-FSDU-CFT-48F,0
,SZM-0-KTK-11482,SZM-0,2024-11-20,,7,56,SER-FSDU-CFT-6F,290
,,,,,7,56,SER-FSDU-CFT-12F,0
,,,,,7,56,SER-FSDU-CFT-24F,0
,,,,,7,56,SER-FSDU-CFT-48F,0
,TCH-0-KTK-11483,TCH-0,2024-06-20,,94,1032,SER-FSDU-CFT-6F,3342
,,,,,94,1032,SER-FSDU-CFT-12F,1485
,,,,,94,1032,SER-FSDU-CFT-24F,1603
,,,,,94,1032,SER-FSDU-CFT-48F,0
,TCH-0-KTK-11483,TCH-0,2024-07-20,,73,704,SER-FSDU-CFT-6F,2169
,,,,,73,704,SER-FSDU-CFT-12F,1181
,,,,,73,704,SER-FSDU-CFT-24F,688
,,,,,73,704,SER-FSDU-CFT-48F,0
,TCH-0-KTK-11483,TCH-0,2024-08-20,,15,128,SER-FSDU-CFT-6F,776
,,,,,15,128,SER-FSDU-CFT-12F,0
,,,,,15,128,SER-FSDU-CFT-24F,106
,,,,,15,128,SER-FSDU-CFT-48F,0
,TRN-0-KTK-11484,TRN-0,2025-08-20,,162,1360,SER-FSDU-CFT-6F,5457
,,,,,162,1360,SER-FSDU-CFT-12F,1846
,,,,,162,1360,SER-FSDU-CFT-24F,856
,,,,,162,1360,SER-FSDU-CFT-48F,1471
,TYG-0-KTK-11485,TYG-0,2024-05-20,,190,2160,SER-FSDU-CFT-6F,4899
,,,,,190,2160,SER-FSDU-CFT-12F,2133
,,,,,190,2160,SER-FSDU-CFT-24F,2742
,,,,,190,2160,SER-FSDU-CFT-48F,0
,ULB-0-KTK-11486,ULB-0,2023-03-20,,64,624,SER-FSDU-CFT-6F,2812
,,,,,64,624,SER-FSDU-CFT-12F,2485
,,,,,64,624,SER-FSDU-CFT-24F,193
,,,,,64,624,SER-FSDU-CFT-48F,0
,ULB-0-KTK-11486,ULB-0,2024-10-20,,102,976,SER-FSDU-CFT-6F,2542
,,,,,102,976,SER-FSDU-CFT-12F,2821
,,,,,102,976,SER-FSDU-CFT-24F,2067
,,,,,102,976,SER-FSDU-CFT-48F,0
,ULB-0-KTK-11486,ULB-0,2025-01-20,,189,1752,SER-FSDU-CFT-6F,6837
,,,,,189,1752,SER-FSDU-CFT-12F,2511
,,,,,189,1752,SER-FSDU-CFT-24F,4119
,,,,,189,1752,SER-FSDU-CFT-48F,0
,ULK-0-KTK-11487,ULK-0,2024-02-20,,105,1328,SER-FSDU-CFT-6F,5102
,,,,,105,1328,SER-FSDU-CFT-12F,1985
,,,,,105,1328,SER-FSDU-CFT-24F,2293
,,,,,105,1328,SER-FSDU-CFT-48F,0
,ULK-0-KTK-11487,ULK-0,2024-03-20,,65,768,SER-FSDU-CFT-6F,2037
,,,,,65,768,SER-FSDU-CFT-12F,832
,,,,,65,768,SER-FSDU-CFT-24F,1298
,,,,,65,768,SER-FSDU-CFT-48F,0
,ULK-0-KTK-11487,ULK-0,2024-05-20,,23,304,SER-FSDU-CFT-6F,790
,,,,,23,304,SER-FSDU-CFT-12F,669
